year_weeks,other_????? ???????,other_???? ?????,other_???? ?????.1,other_???? ?????.2,other_???? ????,other_???? ???????,other_???? ?? ????,???????_other,???????_????? ???????,???????_???? ?????,???????_???? ?????.1,???????_???? ?????.2,???????_???? ????,???????_???? ?? ????,????????_other,????????_????? ???????,????????_???? ?????,????????_???? ?????.1,????????_???? ?????.2,????????_???? ????,????????_???? ???????,????????_???? ?? ????,?????_other,?????_???? ?????,?????_???? ?????.1,?????_???? ?????.2,?????_???? ????,?????_???? ?? ????,?????_other.1,?????_????? ???????,?????_???? ?????.3,?????_???? ?????.4,?????_???? ?????.5,?????_???? ????.1,?????_???? ???????,?????_???? ?? ????.1,?????_other.2,?????_???? ?????.6,?????_???? ?????.7,?????_???? ?????.8,?????_???? ????.2,?????_???? ???????.1,?????_???? ?? ????.2,???_other,???_????? ???????,???_???? ?????,???_???? ?????.1,???_???? ?????.2,???_???? ????,???_???? ???????,???_???? ?? ????,??????_other,??????_????? ???????,??????_???? ?????,??????_???? ?????.1,??????_???? ?????.2,??????_???? ????,??????_???? ???????,??????_???? ?? ????,????_other,????_????? ???????,????_???? ?????,????_???? ?????.1,????_???? ?????.2,????_???? ????,????_???? ???????,????_???? ?? ????,???????_other.1,???????_???? ?????.3,???????_???? ?????.4,???????_???? ?????.5,???????_???? ????.1,???????_???? ?? ????.1,???_other.1,???_????? ???????.1,???_???? ?????.3,???_???? ?????.4,???_???? ?????.5,???_???? ????.1,???_???? ?? ????.1,??????_other.1,??????_????? ???????.1,??????_???? ?????.3,??????_???? ?????.4,??????_???? ?????.5,??????_???? ????.1,??????_???? ???????.1,??????_???? ?? ????.1,????????_other.1,????????_????? ???????.1,????????_???? ?????.3,????????_???? ?????.4,????????_???? ?????.5,????????_???? ????.1,????????_???? ???????.1,????????_???? ?? ????.1,???_other.2,???_????? ???????.2,???_???? ?????.6,???_???? ?????.7,???_???? ?????.8,???_???? ????.2,???_???? ???????.1,???_???? ?? ????.2,???????_other.2,???????_????? ???????.1,???????_???? ?????.6,???????_???? ?????.7,???????_???? ?????.8,???????_???? ????.2,???????_???? ???????,???????_???? ?? ????.2,?????_other.3,?????_????? ???????.1,?????_???? ?????.9,?????_???? ?????.10,?????_???? ?????.11,?????_???? ????.3,?????_???? ?? ????.3,??????_other.2,??????_???? ?????.6,??????_???? ?????.7,??????_???? ?????.8,??????_???? ????.2,??????_???? ?? ????.2,??????_other.3,??????_????? ???????.2,??????_???? ?????.9,??????_???? ?????.10,??????_???? ?????.11,??????_???? ????.3,??????_???? ???????.2,??????_???? ?? ????.3,????_other.1,????_????? ???????.1,????_???? ?????.3,????_???? ?????.4,????_???? ?????.5,????_???? ???????.1,????_???? ?? ????.1,??????_other.4,??????_????? ???????.3,??????_???? ?????.12,??????_???? ?????.13,??????_???? ?????.14,???????_other.3,???????_????? ???????.2,???????_???? ?????.9,???????_???? ?????.10,???????_???? ?????.11,???????_???? ????.3,???????_???? ???????.1,???????_???? ?? ????.3,???????_other.4,???????_????? ???????.3,???????_???? ?????.12,???????_???? ?????.13,???????_???? ?????.14,???????_???? ????.4,???????_???? ???????.2,???????_???? ?? ????.4,?????????_other,?????????_????? ???????,?????????_???? ?????,?????????_???? ?????.1,?????????_???? ?????.2,?????????_???? ????,?????????_???? ?? ????,"???""?_other","???""?_????? ???????","???""?_???? ?????","???""?_???? ?????.1","???""?_???? ?????.2","???""?_???? ????","???""?_???? ???????","???""?_???? ?? ????",??????_other.5,??????_???? ?????.15,??????_???? ?????.16,??????_???? ?????.17,??????_???? ????.4,??????_???? ?? ????.4,??????_other.6,??????_???? ?????.18,??????_???? ?????.19,??????_???? ?????.20,??????_???? ????.5,??????_???? ?? ????.5
2021-04-12/2021-04-18,189.54,7778.16,3025.62,3917.16,1366.56,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2317.77,0,2149.29,1529.1899999999998,3472.56,401.31,0.0,182.51999999999998,1210.9499999999998,716.04,2362.23,0.0,308.88,0,2270.97,0,1487.07,211.76999999999998,3976.83,0.0,0,0,3211.6499999999996,8119.799999999999,1360.7099999999998,9048.779999999999,0,0,0,610.74,0.0,2592.72,824.8499999999999,0,0,0,0,710.1899999999999,0,3094.6499999999996,1085.76,0.0,657.54,0,0,5582.07,242.19,5160.87,3864.5099999999998,1976.1299999999999,0.0,0.0,0.0,2631.33,2795.1299999999997,2673.45,726.5699999999999,934.8299999999999,0,1400.49,241.01999999999998,603.7199999999999,0,1705.86,0,0,0,0,291.33,0.0,0.0,0,0,0,0,0,769.8599999999999,7760.61,0.0,1090.4399999999998,0,0.0,3136.77,194.22,893.88,0.0,7767.629999999999,0.0,0,0,808.4699999999999,0,15287.22,1428.57,1717.56,482.03999999999996,0,445.77,0,0,0.0,0,0.0,0,0,881.01,1515.1499999999999,1063.53,594.36,0.0,0.0,308.88,219.95999999999998,11067.029999999999,1265.9399999999998,0.0,0.0,0,0,727.74,0,545.2199999999999,0.0,1692.99,0,0,3191.7599999999998,0.0,6920.549999999999,0,238.67999999999998,257.4,0,3892.5899999999997,1575.99,6674.849999999999,369.71999999999997,0,0,0,0,704.3399999999999,0.0,0,0,0,0,7448.219999999999,0.0,10014.029999999999,8201.699999999999,3349.7099999999996,1594.7099999999998,245.7,3077.1,0,11186.369999999999,4333.679999999999,0.0,1756.1699999999998,0,0,5555.16,2394.99,1363.05,0.0,173.16,200.07,277.28999999999996,0,0.0,0.0,0,0
2021-04-19/2021-04-25,189.54,8316.359999999999,2997.54,3777.93,1351.35,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2228.85,0,2052.18,1463.6699999999998,3370.77,377.90999999999997,0.0,180.17999999999998,1230.84,883.3499999999999,2260.44,0.0,291.33,0,2557.62,0,2304.8999999999996,208.26,4031.8199999999997,0.0,0,0,3283.02,9371.699999999999,1282.32,9805.769999999999,0,0,0,579.15,0.0,2461.68,905.5799999999999,0,0,0,0,669.24,0,2963.6099999999997,1040.1299999999999,0.0,634.14,0,0,5301.2699999999995,228.14999999999998,5800.86,3657.4199999999996,2055.69,0.0,196.56,0.0,2480.3999999999996,2729.6099999999997,2520.18,685.62,881.01,0,1611.09,260.90999999999997,587.3399999999999,0,1607.58,0,0,0,0,277.28999999999996,0.0,0.0,0,0,0,0,0,779.2199999999999,8328.06,0.0,1227.33,0,0.0,3019.77,183.69,920.79,0.0,8081.19,0.0,0,0,761.67,0,14710.41,1483.56,1618.11,527.67,0,420.03,0,0,0.0,0,0.0,0,0,829.53,1447.29,1054.1699999999998,560.43,0.0,0.0,294.84,386.09999999999997,11086.92,1202.76,0.0,0.0,0,0,780.39,0,513.63,0.0,1595.8799999999999,0,0,3175.3799999999997,0.0,6943.95,0,225.80999999999997,273.78,0,3961.62,1738.62,6493.5,369.71999999999997,0,0,0,0,742.9499999999999,0.0,0,0,0,0,7360.469999999999,0.0,9499.23,7960.679999999999,3566.16,1502.28,231.66,3561.4799999999996,0,11095.109999999999,4128.929999999999,0.0,1815.84,0,0,5235.75,2288.52,1312.74,0.0,0.0,196.56,260.90999999999997,0,0.0,0.0,0,0
2021-04-26/2021-05-02,179.01,8270.73,3290.04,3608.2799999999997,1378.26,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2163.33,0,1996.02,1393.47,3271.3199999999997,358.02,0.0,183.69,1221.48,1026.09,2160.99,0.0,297.18,0,2530.71,0,2191.41,244.52999999999997,4554.8099999999995,0.0,0,0,3260.79,9932.13,1222.6499999999999,10755.81,0,0,0,594.36,0.0,2486.25,882.18,0,0,0,0,632.9699999999999,0,3066.5699999999997,994.4999999999999,0.0,604.89,0,0,5590.259999999999,215.27999999999997,6075.8099999999995,3921.8399999999997,2191.41,0.0,186.03,0.0,2344.68,2667.6,2390.31,678.5999999999999,836.55,0,1701.1799999999998,246.86999999999998,560.43,0,1750.32,0,0,0,0,266.76,0.0,0.0,0,0,0,0,0,815.4899999999999,8883.81,0.0,1292.85,0,0.0,3121.56,0.0,911.43,0.0,8770.32,0.0,0,0,720.7199999999999,0,14195.609999999999,1413.36,1530.36,568.62,0,396.63,0,0,0.0,0,0.0,0,0,785.0699999999999,1412.1899999999998,1098.6299999999999,530.01,0.0,0.0,285.47999999999996,376.73999999999995,11274.119999999999,1151.28,0.0,237.51,0,0,837.7199999999999,0,493.73999999999995,0.0,1523.34,0,0,3136.77,0.0,6821.099999999999,0,212.94,271.44,0,4264.65,1867.32,6419.79,451.61999999999995,0,0,0,0,787.41,0.0,0,0,0,0,7311.33,0.0,9058.14,7558.2,3570.8399999999997,1436.76,228.14999999999998,3649.2299999999996,0,10570.949999999999,3937.0499999999997,0.0,1766.6999999999998,0,0,4958.46,2179.71,1247.22,0.0,0.0,219.95999999999998,250.38,0,0.0,0.0,0,0
2021-05-03/2021-05-09,0.0,8686.08,3556.7999999999997,3563.8199999999997,1455.48,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2139.93,0,1926.9899999999998,1322.1,3224.52,339.29999999999995,0.0,0.0,1220.31,1152.4499999999998,2075.58,0.0,288.99,0,2617.29,0,2213.64,286.65,5569.2,0.0,0,0,3187.08,9882.99,1159.47,11111.49,0,0,0,568.62,0.0,2528.37,910.26,0,0,0,0,687.9599999999999,0,3122.73,1077.57,0.0,1054.1699999999998,0,0,5363.28,204.75,6146.009999999999,3807.18,2864.16,0.0,195.39,0.0,2224.17,2606.7599999999998,2269.7999999999997,663.39,793.26,0,1715.2199999999998,234.0,552.24,0,1841.58,0,0,0,0,263.25,0.0,0.0,0,0,0,0,0,957.06,9402.119999999999,0.0,1607.58,0,194.22,3085.29,0.0,1436.76,0.0,9090.9,0.0,0,0,683.28,0,14082.119999999999,1358.37,1458.99,599.04,0,377.90999999999997,0,0,0.0,0,0.0,0,0,845.91,1339.6499999999999,1061.1899999999998,501.92999999999995,0.0,0.0,279.63,583.8299999999999,11318.58,1103.31,0.0,318.24,0,0,803.79,0,504.27,0.0,1444.9499999999998,0,0,3071.25,0.0,6653.79,0,202.41,332.28,0,4952.61,1876.6799999999998,6581.25,462.15,0,0,0,0,885.6899999999999,181.35,0,0,0,0,6938.099999999999,0.0,8621.73,7220.07,3579.0299999999997,1371.24,216.45,5434.65,0,10208.25,3763.89,0.0,1685.9699999999998,0,0,4703.4,2067.39,1182.87,0.0,0.0,221.13,237.51,0,0.0,0.0,0,0
2021-05-10/2021-05-16,0.0,9106.109999999999,3817.7099999999996,3410.5499999999997,1552.59,0,334.62,0.0,0,636.48,0.0,0.0,0.0,0,2072.0699999999997,0,1890.7199999999998,1256.58,3189.4199999999996,324.09,0.0,0.0,1233.1799999999998,1150.11,2000.6999999999998,0.0,274.95,0,3033.81,0,2166.8399999999997,272.60999999999996,6308.639999999999,0.0,0,0,3072.4199999999996,9715.68,1174.6799999999998,11924.64,0,0,0,558.0899999999999,0.0,2627.8199999999997,866.9699999999999,0,0,0,0,1332.6299999999999,0,3127.41,1175.85,0.0,1539.7199999999998,0,0,5233.41,0.0,5961.15,3789.6299999999997,3572.0099999999998,0.0,0.0,0.0,2115.3599999999997,2559.96,2165.67,631.8,754.65,0,1707.03,222.29999999999998,559.26,0,1762.02,0,0,0,0,256.22999999999996,0.0,0.0,0,0,0,0,0,976.9499999999999,9998.82,0.0,1893.06,0,266.76,2991.6899999999996,212.94,1708.1999999999998,0.0,10051.47,0.0,0,0,664.56,0,13729.949999999999,1356.03,1387.62,596.6999999999999,0,361.53,0,0,0.0,0,0.0,0,0,803.79,1274.1299999999999,1008.54,477.35999999999996,0.0,0.0,291.33,704.3399999999999,10979.279999999999,1050.6599999999999,0.0,304.2,0,0,764.01,0,527.67,0.0,1389.9599999999998,0,0,2983.5,0.0,6778.98,0,0.0,576.81,0,5166.719999999999,1785.4199999999998,6631.5599999999995,465.65999999999997,0,0,0,0,927.81,201.23999999999998,0,0,0,0,6649.11,0.0,8232.119999999999,6885.45,3721.77,1308.06,205.92,5728.32,0,10091.25,3634.02,0.0,1613.4299999999998,0,0,4472.91,1970.28,1146.6,0.0,0.0,235.17,225.80999999999997,0,0.0,0.0,0,0
2021-05-17/2021-05-23,0.0,9636.119999999999,3809.52,3348.54,1609.9199999999998,0,421.2,0.0,0,773.37,0.0,0.0,0.0,0,1990.1699999999998,0,1802.9699999999998,1198.08,3039.66,308.88,0.0,0.0,1239.03,1096.29,1934.01,0.0,262.08,0,2994.0299999999997,0,2109.5099999999998,264.41999999999996,6796.53,0.0,0,0,3011.58,9617.4,1155.96,12058.019999999999,0,0,0,538.1999999999999,0.0,2588.04,826.02,0,0,0,0,1653.2099999999998,0,3080.6099999999997,1124.37,0.0,1901.2499999999998,0,0,5052.0599999999995,0.0,5964.66,3818.8799999999997,3744.0,0.0,0.0,0.0,2015.9099999999999,2600.91,2063.8799999999997,608.4,718.38,0,1756.1699999999998,211.76999999999998,548.73,0,1690.6499999999999,0,0,0,0,245.7,0.0,0.0,0,0,0,0,0,1015.56,10592.01,0.0,2158.65,0,336.96,2949.5699999999997,231.66,1692.99,0.0,10530.0,0.0,0,0,699.66,0,13726.439999999999,1323.27,1343.1599999999999,593.1899999999999,0,583.8299999999999,0,0,0.0,0,0.0,0,0,766.3499999999999,1255.4099999999999,961.7399999999999,455.13,0.0,0.0,291.33,716.04,10521.81,1002.6899999999999,0.0,300.69,0,0,735.93,0,522.99,0.0,1336.1399999999999,0,0,3112.2,0.0,6665.49,0,216.45,677.43,0,5212.349999999999,1701.1799999999998,6997.7699999999995,444.59999999999997,0,0,0,0,993.3299999999999,221.13,0,0,0,0,6355.44,0.0,7959.509999999999,6566.04,3629.3399999999997,1247.22,0.0,6544.98,0,11326.769999999999,3552.12,0.0,1573.6499999999999,0,0,4274.009999999999,1894.2299999999998,1096.29,0.0,0.0,288.99,215.27999999999997,0,0.0,0.0,0,0
2021-05-24/2021-05-30,0.0,10019.88,3831.7499999999995,3268.98,1636.83,0,732.42,620.0999999999999,0,859.9499999999999,0.0,362.7,654.03,0,1901.2499999999998,0,1722.2399999999998,1144.26,2903.9399999999996,294.84,0.0,0.0,1236.6899999999998,1056.51,1883.6999999999998,0.0,255.05999999999997,0,3270.1499999999996,0,2145.7799999999997,256.22999999999996,6819.929999999999,0.0,0,0,2934.3599999999997,9454.769999999999,1104.48,13001.039999999999,0,0,0,522.99,0.0,2540.0699999999997,795.5999999999999,0,0,0,0,1821.6899999999998,0,3064.23,1086.9299999999998,0.0,2421.8999999999996,0,0,4873.049999999999,0.0,6500.5199999999995,3744.0,3910.14,0.0,0.0,0.0,1925.82,2592.72,1971.4499999999998,585.0,712.53,0,1726.9199999999998,0.0,546.39,0,1619.28,0,0,0,0,257.4,0.0,0.0,0,0,0,0,0,1000.3499999999999,10909.08,0.0,2373.93,0,321.75,2859.48,501.92999999999995,1866.1499999999999,0.0,10909.08,0.0,0,0,683.28,0,14157.0,1304.55,1289.34,696.15,0,662.2199999999999,0,0,0.0,0,0.0,0,0,732.42,1216.8,918.4499999999999,435.23999999999995,0.0,0.0,294.84,779.2199999999999,10164.96,960.5699999999999,0.0,315.9,0,0,703.17,0,499.59,0.0,1289.34,0,0,3288.87,0.0,6542.639999999999,0,370.89,698.49,0,5400.719999999999,1724.58,7289.099999999999,424.71,0,0,0,0,979.29,0.0,0,0,0,0,6072.299999999999,0.0,7619.04,6273.54,3605.9399999999996,1192.23,0.0,6831.629999999999,0,11840.4,3452.6699999999996,0.0,1536.2099999999998,0,0,4111.38,1839.2399999999998,1047.1499999999999,0.0,0.0,342.81,0.0,0,0.0,0.0,0,0
2021-05-31/2021-06-06,0.0,10270.26,3825.8999999999996,3229.2,1684.8,0,785.0699999999999,657.54,0,843.5699999999999,0.0,799.1099999999999,906.75,0,1819.35,0,1648.53,1095.12,2779.9199999999996,283.14,0.0,0.0,1237.86,1056.51,1820.52,0.0,0.0,0,3974.49,0,2368.08,442.26,6788.339999999999,0.0,0,0,2941.3799999999997,9209.07,1057.6799999999998,13554.449999999999,0,0,0,499.59,0.0,2434.77,775.7099999999999,0,0,0,0,1744.4699999999998,0,3400.02,1068.21,0.0,2868.8399999999997,0,0,4791.15,0.0,6381.179999999999,3587.22,4180.41,0.0,0.0,0.0,1843.9199999999998,2522.52,1889.55,560.43,682.11,0,1705.86,0.0,522.99,0,1563.12,0,0,0,0,285.47999999999996,0.0,0.0,0,0,0,0,0,1071.72,11525.67,0.0,2499.12,0,326.43,2860.6499999999996,490.22999999999996,1986.6599999999999,0.0,11711.699999999999,0.0,0,0,672.75,0,14606.279999999999,1324.4399999999998,1237.86,795.5999999999999,0,634.14,0,0,0.0,0,0.0,0,0,700.8299999999999,1192.23,879.8399999999999,416.52,0.0,0.0,283.14,1154.79,9845.55,1070.55,0.0,528.8399999999999,0,0,672.75,0,478.53,0.0,1378.26,0,0,3237.39,0.0,6429.15,0,531.18,713.6999999999999,0,5374.98,1744.4699999999998,7524.2699999999995,444.59999999999997,0,0,0,0,1028.4299999999998,0.0,0,0,0,0,5812.5599999999995,0.0,7389.719999999999,6004.44,3622.3199999999997,1140.75,0.0,6972.03,0,11956.23,3364.9199999999996,0.0,1511.6399999999999,0,0,3935.8799999999997,1764.36,1002.6899999999999,0.0,0.0,338.13,306.53999999999996,0,0.0,0.0,0,0
2021-06-07/2021-06-13,0.0,10239.84,3796.6499999999996,3163.68,1783.08,0,753.4799999999999,687.9599999999999,0,933.66,0.0,1250.73,1030.77,0,1744.4699999999998,0,1602.8999999999999,1050.6599999999999,2666.43,0.0,0.0,0.0,1227.33,1019.0699999999999,1773.7199999999998,0.0,0.0,0,4489.29,0,2724.93,542.88,7528.95,0.0,0,0,2870.0099999999998,9104.939999999999,1014.39,13741.65,0,0,0,479.7,0.0,2341.17,744.12,0,0,0,0,1673.1,0,3387.1499999999996,1302.2099999999998,0.0,3463.2,0,0,4594.59,0.0,6512.219999999999,3630.5099999999998,4059.8999999999996,0.0,0.0,0.0,1767.87,2599.74,1812.33,541.7099999999999,657.54,0,1635.6599999999999,0.0,503.09999999999997,0,1568.9699999999998,0,0,0,0,327.59999999999997,0.0,0.0,0,0,0,0,0,1182.87,11587.679999999998,0.0,2523.69,0,328.77,2871.18,499.59,2090.79,293.66999999999996,12788.099999999999,0.0,0,0,678.5999999999999,0,14830.919999999998,1270.62,1244.8799999999999,858.78,0,607.23,0,0,0.0,0,0.0,0,0,672.75,1165.32,843.5699999999999,398.96999999999997,0.0,0.0,273.78,1249.56,9616.23,1043.6399999999999,0.0,706.68,0,0,644.67,0,458.64,0.0,1371.24,0,0,3175.3799999999997,0.0,6189.299999999999,0,508.95,801.4499999999999,0,5312.969999999999,1673.1,7215.389999999999,425.88,0,0,0,0,1029.6,0.0,0,0,0,0,5617.17,0.0,7099.5599999999995,5758.74,3621.1499999999996,1100.97,0.0,6860.879999999999,0,15603.119999999999,3257.2799999999997,0.0,1499.9399999999998,0,0,3774.4199999999996,1715.2199999999998,961.7399999999999,0.0,0.0,333.45,372.06,0,0.0,0.0,0,0
2021-06-14/2021-06-20,0.0,10122.84,3845.79,3272.49,1772.55,0,723.06,808.4699999999999,0,1104.48,0.0,1455.48,1150.11,0,1676.61,0,1545.57,1009.7099999999999,2561.1299999999997,0.0,0.0,0.0,1214.46,1028.4299999999998,1714.05,0.0,0.0,0,4919.849999999999,0,2754.18,588.51,7652.969999999999,0.0,0,0,3436.29,8910.72,973.4399999999999,14496.3,0,0,0,463.32,0.0,2288.52,723.06,0,0,0,0,1764.36,0,3520.5299999999997,1374.75,0.0,4173.389999999999,0,0,4426.11,0.0,6406.919999999999,3605.9399999999996,3907.7999999999997,477.35999999999996,0.0,0.0,1698.84,2678.1299999999997,1742.1299999999999,526.5,630.63,0,1571.31,0.0,483.21,0,1506.9599999999998,0,0,0,0,452.78999999999996,0.0,0.0,0,0,0,0,0,1210.9499999999998,11743.289999999999,0.0,2451.1499999999996,0,335.78999999999996,2792.79,489.05999999999995,2073.24,343.97999999999996,13022.099999999999,0.0,0,0,794.43,0,15310.619999999999,1309.23,1311.57,863.4599999999999,0,583.8299999999999,0,0,0.0,0,0.0,0,0,645.8399999999999,1118.52,809.64,383.76,0.0,0.0,356.84999999999997,1251.8999999999999,9301.5,1161.81,0.0,965.2499999999999,0,0,620.0999999999999,0,439.91999999999996,0.0,1318.59,0,0,3119.22,0.0,6108.57,0,489.05999999999995,769.8599999999999,0,5172.57,1724.58,6955.65,409.5,0,0,0,0,995.67,0.0,0,0,0,0,5396.04,0.0,6819.929999999999,5531.759999999999,3515.85,1057.6799999999998,0.0,6760.259999999999,0,16557.84,3173.04,0.0,1516.32,0,0,3625.83,1652.04,924.3,0.0,0.0,0.0,508.95,0,0.0,0.0,0,0
2021-06-21/2021-06-27,0.0,9980.099999999999,3920.6699999999996,3338.0099999999998,1784.25,0,696.15,829.53,0,1467.1799999999998,863.4599999999999,1400.49,1106.82,0,1653.2099999999998,0,1487.07,971.0999999999999,2488.5899999999997,0.0,0.0,0.0,1193.3999999999999,988.65,1652.04,0.0,0.0,0,5384.339999999999,0,2900.43,574.4699999999999,7698.599999999999,0.0,0,0,3418.74,8851.05,959.4,15185.429999999998,0,0,0,445.77,0.0,2224.17,710.1899999999999,0,0,0,0,1702.35,0,3538.08,1485.8999999999999,492.57,4863.69,0,0,4263.48,0.0,6473.61,3527.5499999999997,3818.8799999999997,459.80999999999995,0.0,0.0,1634.49,2598.5699999999997,1680.12,506.60999999999996,607.23,0,1511.6399999999999,0.0,464.48999999999995,0,1450.8,0,0,0,0,742.9499999999999,0.0,0.0,0,0,0,0,0,1213.29,11716.38,0.0,2486.25,0,0.0,2689.83,470.34,2061.54,0.0,13373.099999999999,0.0,0,0,1050.6599999999999,0,15608.97,1544.3999999999999,1409.85,939.51,0,561.5999999999999,0,0,0.0,0,0.0,0,0,621.27,1104.48,779.2199999999999,368.54999999999995,0.0,0.0,398.96999999999997,1645.02,9051.119999999999,1153.62,0.0,1591.1999999999998,0,0,596.6999999999999,0,423.53999999999996,0.0,1269.4499999999998,0,0,3022.1099999999997,0.0,5888.61,0,470.34,740.6099999999999,0,5008.7699999999995,1705.86,6697.08,394.28999999999996,0,0,0,0,979.29,0.0,0,0,0,0,5192.46,0.0,6562.53,5322.33,3382.47,1016.7299999999999,0.0,6578.91,0,16413.93,3159.0,0.0,1516.32,0,0,3488.9399999999996,1588.86,889.1999999999999,0.0,0.0,0.0,817.8299999999999,0,0.0,0.0,0,0
2021-06-28/2021-07-04,0.0,9749.609999999999,3989.7,3257.2799999999997,1738.62,0,670.41,1057.6799999999998,0,1731.6,976.9499999999999,1349.01,1065.87,0,1592.37,0,1433.25,936.0,2397.33,0.0,0.0,0.0,1177.02,965.2499999999999,1607.58,0.0,0.0,0,5658.12,0,2943.72,690.3,7720.83,0.0,0,0,3687.8399999999997,8704.8,924.3,15231.06,0,0,0,432.9,0.0,2149.29,686.79,0,0,0,0,1646.1899999999998,0,3616.47,1521.0,841.2299999999999,5525.91,0,0,4107.87,0.0,6466.589999999999,3398.85,3679.6499999999996,442.26,0.0,0.0,1574.82,2514.33,1620.4499999999998,487.89,585.0,0,1456.6499999999999,0.0,448.10999999999996,0,1398.1499999999999,0,0,0,0,1034.28,0.0,0.0,0,0,0,0,0,1200.4199999999998,12032.279999999999,0.0,2417.22,0,0.0,2591.5499999999997,476.19,2042.82,437.58,13700.699999999999,0.0,0,0,1345.5,0,15833.609999999999,1566.6299999999999,1519.83,974.6099999999999,0,540.54,0,0,0.0,0,0.0,0,0,599.04,1064.7,751.14,0.0,0.0,0.0,405.98999999999995,1825.1999999999998,8801.91,1230.84,0.0,2144.6099999999997,0,0,574.4699999999999,0,408.33,0.0,1223.82,0,0,2958.93,0.0,5718.96,0,453.96,713.6999999999999,0,4991.219999999999,1663.74,6588.2699999999995,379.08,0,0,0,0,958.2299999999999,0.0,0,0,0,0,5002.92,0.0,6322.679999999999,5128.11,3259.62,980.4599999999999,0.0,6405.75,0,18043.739999999998,3081.7799999999997,0.0,1503.4499999999998,0,0,3361.41,1531.53,856.4399999999999,0.0,0.0,0.0,1027.26,0,0.0,0.0,0,0
2021-07-05/2021-07-11,0.0,9679.41,3992.04,3684.33,1724.58,0,647.01,1206.27,0,1996.02,1420.3799999999999,1367.73,1129.05,0,1536.2099999999998,0,1382.9399999999998,902.0699999999999,2313.0899999999997,0.0,0.0,0.0,1148.9399999999998,931.3199999999999,1557.27,0.0,0.0,0,5845.32,0,3089.97,824.8499999999999,7713.8099999999995,0.0,0,0,3762.72,8650.98,891.54,14882.4,0,0,0,434.07,0.0,2107.17,678.5999999999999,0,0,0,0,1587.6899999999998,0,3681.99,1580.6699999999998,1124.37,5681.5199999999995,0,0,3963.9599999999996,0.0,6330.87,3347.37,3549.7799999999997,427.04999999999995,0.0,0.0,1518.6599999999999,2465.19,1563.12,470.34,563.9399999999999,0,1405.1699999999998,0.0,431.72999999999996,0,1349.01,0,0,0,0,1054.1699999999998,0.0,726.5699999999999,0,0,0,0,0,1226.1599999999999,12041.64,0.0,2394.99,0,0.0,2500.29,485.54999999999995,2018.2499999999998,562.77,13535.73,0.0,0,0,1677.78,0,15812.55,1614.6,1707.03,974.6099999999999,0,521.8199999999999,0,0,0.0,0,0.0,0,0,577.98,1027.26,724.2299999999999,0.0,0.0,0.0,0.0,1928.1599999999999,8601.84,1207.4399999999998,0.0,2478.06,0,0,554.5799999999999,0,394.28999999999996,0.0,1181.6999999999998,0,0,2906.2799999999997,0.0,5537.61,0,437.58,717.2099999999999,0,4857.84,1605.24,6423.299999999999,0.0,0,0,0,0,927.81,400.14,0,0,0,0,4826.25,0.0,6100.379999999999,4947.929999999999,3143.79,945.3599999999999,0.0,6222.0599999999995,0,17644.77,3018.6,0.0,1522.1699999999998,0,0,3243.24,1476.54,826.02,0.0,0.0,0.0,1060.02,0,0.0,0.0,0,0
2021-07-12/2021-07-18,0.0,9547.199999999999,4043.5199999999995,3944.0699999999997,1694.1599999999999,0,624.78,1294.02,0,2836.08,2230.02,1655.55,1090.4399999999998,0,1483.56,0,1336.1399999999999,871.65,2234.7,0.0,0.0,0.0,1110.33,904.41,1510.4699999999998,0.0,0.0,0,5958.8099999999995,0,3092.31,1213.29,7719.66,0.0,0,0,3775.5899999999997,8442.72,861.1199999999999,15130.439999999999,0,0,0,418.85999999999996,0.0,2047.4999999999998,655.1999999999999,0,0,0,0,1535.04,0,3767.3999999999996,1870.83,1636.83,5825.429999999999,0,0,3828.24,0.0,6406.919999999999,3233.8799999999997,3429.27,413.01,0.0,0.0,1467.1799999999998,2419.56,1509.3,455.13,545.2199999999999,0,1357.1999999999998,0.0,417.69,0,1302.2099999999998,0,0,0,0,1136.07,0.0,864.63,0,0,0,0,0,1203.9299999999998,12038.13,0.0,2368.08,0,0.0,2414.8799999999997,484.38,1967.9399999999998,665.7299999999999,13449.15,0.0,0,0,2280.33,0,16053.57,1696.5,1978.4699999999998,987.4799999999999,0,504.27,0,0,0.0,0,0.0,0,0,558.0899999999999,992.16,699.66,0.0,0.0,0.0,424.71,1904.76,8326.89,1188.72,0.0,2540.0699999999997,0,0,535.86,0,0.0,0.0,1141.9199999999998,0,0,2868.8399999999997,0.0,5377.32,0,422.36999999999995,692.64,0,4744.349999999999,1554.9299999999998,6420.96,0.0,0,0,0,0,897.39,450.45,0,0,0,0,4662.45,0.0,5892.12,4779.45,3037.3199999999997,913.77,0.0,6048.9,0,19310.85,2960.1,0.0,1487.07,0,0,3132.0899999999997,1426.23,797.9399999999999,0.0,0.0,0.0,1122.03,0,0.0,0.0,0,0
