year_weeks,other_יהודה ושומרון,other_מחוז הדרום,other_מחוז המרכז,other_מחוז הצפון,other_מחוז חיפה,other_מחוז ירושלים,other_מחוז תל אביב,אבטיחים_other,אבטיחים_יהודה ושומרון,אבטיחים_מחוז הדרום,אבטיחים_מחוז המרכז,אבטיחים_מחוז הצפון,אבטיחים_מחוז חיפה,אבטיחים_מחוז תל אביב,אשכוליות_other,אשכוליות_יהודה ושומרון,אשכוליות_מחוז הדרום,אשכוליות_מחוז המרכז,אשכוליות_מחוז הצפון,אשכוליות_מחוז חיפה,אשכוליות_מחוז ירושלים,אשכוליות_מחוז תל אביב,בטטות_other,בטטות_מחוז הדרום,בטטות_מחוז המרכז,בטטות_מחוז הצפון,בטטות_מחוז חיפה,בטטות_מחוז תל אביב,בצלים_other,בצלים_יהודה ושומרון,בצלים_מחוז הדרום,בצלים_מחוז המרכז,בצלים_מחוז הצפון,בצלים_מחוז חיפה,בצלים_מחוז ירושלים,בצלים_מחוז תל אביב,גזרים_other,גזרים_מחוז הדרום,גזרים_מחוז המרכז,גזרים_מחוז הצפון,גזרים_מחוז חיפה,גזרים_מחוז ירושלים,גזרים_מחוז תל אביב,חסה_other,חסה_יהודה ושומרון,חסה_מחוז הדרום,חסה_מחוז המרכז,חסה_מחוז הצפון,חסה_מחוז חיפה,חסה_מחוז ירושלים,חסה_מחוז תל אביב,חצילים_other,חצילים_יהודה ושומרון,חצילים_מחוז הדרום,חצילים_מחוז המרכז,חצילים_מחוז הצפון,חצילים_מחוז חיפה,חצילים_מחוז ירושלים,חצילים_מחוז תל אביב,כרוב_other,כרוב_יהודה ושומרון,כרוב_מחוז הדרום,כרוב_מחוז המרכז,כרוב_מחוז הצפון,כרוב_מחוז חיפה,כרוב_מחוז ירושלים,כרוב_מחוז תל אביב,לימונים_other,לימונים_מחוז הדרום,לימונים_מחוז המרכז,לימונים_מחוז הצפון,לימונים_מחוז חיפה,לימונים_מחוז תל אביב,לפת_other,לפת_יהודה ושומרון,לפת_מחוז הדרום,לפת_מחוז המרכז,לפת_מחוז הצפון,לפת_מחוז חיפה,לפת_מחוז תל אביב,מלונים_other,מלונים_יהודה ושומרון,מלונים_מחוז הדרום,מלונים_מחוז המרכז,מלונים_מחוז הצפון,מלונים_מחוז חיפה,מלונים_מחוז ירושלים,מלונים_מחוז תל אביב,מלפפונים_other,מלפפונים_יהודה ושומרון,מלפפונים_מחוז הדרום,מלפפונים_מחוז המרכז,מלפפונים_מחוז הצפון,מלפפונים_מחוז חיפה,מלפפונים_מחוז ירושלים,מלפפונים_מחוז תל אביב,סלק_other,סלק_יהודה ושומרון,סלק_מחוז הדרום,סלק_מחוז המרכז,סלק_מחוז הצפון,סלק_מחוז חיפה,סלק_מחוז ירושלים,סלק_מחוז תל אביב,עגבניות_other,עגבניות_יהודה ושומרון,עגבניות_מחוז הדרום,עגבניות_מחוז המרכז,עגבניות_מחוז הצפון,עגבניות_מחוז חיפה,עגבניות_מחוז ירושלים,עגבניות_מחוז תל אביב,ענבים_other,ענבים_יהודה ושומרון,ענבים_מחוז הדרום,ענבים_מחוז המרכז,ענבים_מחוז הצפון,ענבים_מחוז חיפה,ענבים_מחוז תל אביב,פומלית_other,פומלית_מחוז הדרום,פומלית_מחוז המרכז,פומלית_מחוז הצפון,פומלית_מחוז חיפה,פומלית_מחוז תל אביב,פלפלים_other,פלפלים_יהודה ושומרון,פלפלים_מחוז הדרום,פלפלים_מחוז המרכז,פלפלים_מחוז הצפון,פלפלים_מחוז חיפה,פלפלים_מחוז ירושלים,פלפלים_מחוז תל אביב,צנון_other,צנון_יהודה ושומרון,צנון_מחוז הדרום,צנון_מחוז המרכז,צנון_מחוז הצפון,צנון_מחוז ירושלים,צנון_מחוז תל אביב,צנונית_other,צנונית_יהודה ושומרון,צנונית_מחוז הדרום,צנונית_מחוז המרכז,צנונית_מחוז הצפון,קולורבי_other,קולורבי_יהודה ושומרון,קולורבי_מחוז הדרום,קולורבי_מחוז המרכז,קולורבי_מחוז הצפון,קולורבי_מחוז חיפה,קולורבי_מחוז ירושלים,קולורבי_מחוז תל אביב,קישואים_other,קישואים_יהודה ושומרון,קישואים_מחוז הדרום,קישואים_מחוז המרכז,קישואים_מחוז הצפון,קישואים_מחוז חיפה,קישואים_מחוז ירושלים,קישואים_מחוז תל אביב,קלמנטינות_other,קלמנטינות_יהודה ושומרון,קלמנטינות_מחוז הדרום,קלמנטינות_מחוז המרכז,קלמנטינות_מחוז הצפון,קלמנטינות_מחוז חיפה,קלמנטינות_מחוז תל אביב,"תפו""א_other","תפו""א_יהודה ושומרון","תפו""א_מחוז הדרום","תפו""א_מחוז המרכז","תפו""א_מחוז הצפון","תפו""א_מחוז חיפה","תפו""א_מחוז ירושלים","תפו""א_מחוז תל אביב",תפוזים_other,תפוזים_מחוז הדרום,תפוזים_מחוז המרכז,תפוזים_מחוז הצפון,תפוזים_מחוז חיפה,תפוזים_מחוז תל אביב,תפוחים_other,תפוחים_מחוז הדרום,תפוחים_מחוז המרכז,תפוחים_מחוז הצפון,תפוחים_מחוז חיפה,תפוחים_מחוז תל אביב
2015-03-02/2015-03-08,0.0,3150.0,1150.0,5145.0,0.0,0,0.0,0,0,800,0,0,0,0,0,0,0,0,1200,0,0,0,1120.0,0.0,1680.0,0,0.0,0,0.0,0.0,4920.0,0.0,8400.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,130.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,3280.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,380.0,26410.0,0.0,0,0,0,0.0,0.0,7600.0,0.0,4940.0,0.0,0,0,0.0,0,82428.0,0.0,19944.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7931.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2400.0,0,0,0.0,0.0,0.0,0.0,10850.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,8325.0,0,5400.0,450.0,90450.0,1350,0.0,600.0,0,1350.0,900.0,0.0,0.0,0,0,0.0,960.0,1280,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2015-03-09/2015-03-15,0.0,102.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,900,1200,0,0,0,1680.0,0.0,2520.0,0,0.0,0,0.0,0.0,2460.0,0.0,550.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,820.0,0.0,0.0,0,0,0.0,10062.5,0.0,0,0,0,0.0,0,0,0.0,990.0,0,0,0.0,0,1520.0,0,2039.0,66500.0,0.0,0,0,0,0.0,0.0,924.0,0.0,10260.0,0.0,0,0,8688.0,0,89534.0,400.0,396.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2500.0,6778.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,9200.0,0,0,0.0,0.0,0.0,0.0,30975.0,0,0,0,0,0,0.0,1056.0,0.0,0,0,0,32400.0,0,552.0,1350.0,56700.0,14850,0.0,1200.0,0,1200.0,900.0,8775.0,0.0,0,0,0.0,0.0,320,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2015-03-16/2015-03-22,2880.0,3685.0,120.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,1120.0,0.0,980.0,0,0.0,0,0.0,0.0,7380.0,0.0,20910.0,0.0,0.0,0,0,2400.0,0,0.0,0,0.0,0,0.0,0,11960.0,0.0,780.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,2000,0.0,0,0,0,0,4920.0,7380.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,4560.0,5890.0,0.0,0,0,0,0.0,0.0,1900.0,0.0,10260.0,0.0,0,0,0.0,0,50574.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0.0,0,10750.0,375.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,11400.0,0,0,0.0,0.0,0.0,0.0,43400.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,5400.0,0,2475.0,450.0,0.0,7650,0.0,2400.0,0,3600.0,1350.0,0.0,0.0,0,0,0.0,0.0,320,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2015-03-23/2015-03-29,0.0,888.0,2172.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,600,1200,0,0,0,1680.0,0.0,3640.0,0,0.0,0,0.0,0.0,23370.0,0.0,90200.0,0.0,0.0,0,0,0.0,0,19416.0,0,0.0,0,0.0,0,12610.0,0.0,0.0,0,0.0,0.0,0,0,1800,300.0,0,300.0,0,0,0,0,2800,0.0,0,0,0,0,0.0,410.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,185.0,0.0,0,0,0.0,0,0.0,0,7600.0,16492.0,0.0,0,0,0,0.0,6840.0,0.0,0.0,49935.8,0.0,0,0,0.0,0,26110.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,975,0,0,0,0.0,0,8500.0,0.0,0.0,5000.0,0,0,0.0,0.0,0,0,0,0,0,0,0,9400.0,0,0,0.0,0.0,0.0,0.0,7175.0,0,0,0,0,0,0.0,560.0,0.0,0,0,0,0.0,0,3150.0,2025.0,0.0,1800,0.0,10800.0,0,1500.0,2947.5,0.0,1597.5,0,0,0.0,0.0,1390,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2015-03-30/2015-04-05,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680.0,0.0,2240.0,0,0.0,0,2255.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2400.0,988,12000.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,600.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,615.0,0.0,0.0,0,0,0.0,0.0,350.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,25080.0,0.0,0,0,0,0.0,0.0,1140.0,0.0,16530.0,0.0,0,0,0.0,0,12840.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3500.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,10100.0,0,0,0.0,0.0,0.0,0.0,57575.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,450.0,0.0,1350,0.0,1200.0,0,1200.0,900.0,0.0,1800.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2015-04-06/2015-04-12,0.0,1320.0,100.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,560.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,1065.0,0,0,0.0,0,0.0,0,0.0,4180.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,2240.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2500.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,336.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,3600.0,0,36000.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2015-04-13/2015-04-19,0.0,1806.0,400.0,0.0,8526.0,0,0.0,0,0,0,0,0,0,0,0,0,2100,300,2400,0,0,0,1120.0,0.0,1120.0,0,0.0,0,0.0,0.0,134480.0,0.0,2880.0,420.0,0.0,0,0,0.0,0,19200.0,0,0.0,0,0.0,0,0.0,8710.0,0.0,9360,0.0,0.0,0,0,0,1800.0,0,0.0,0,0,0,0,930,0.0,0,0,0,0,0.0,2050.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,8740.0,0.0,0,0,0,0.0,0.0,6080.0,0.0,12540.0,0.0,0,0,0.0,0,6892.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0.0,0,5500.0,0.0,0.0,5500.0,0,0,0.0,0.0,0,0,0,0,0,0,0,26000.0,0,0,0.0,0.0,3150.0,0.0,5600.0,0,0,0,0,0,3640.0,0.0,0.0,0,0,0,16200.0,0,900.0,24750.0,35550.0,0,0.0,0.0,0,1200.0,900.0,0.0,1350.0,0,0,0.0,640.0,320,0.0,640,0.0,0.0,0,0.0,0.0,0.0,0
2015-04-20/2015-04-26,0.0,4420.0,13436.0,0.0,3857.0,0,0.0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0.0,0.0,1540.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2400.0,0,21600.0,0,0.0,0,0.0,0,9490.0,0.0,0.0,0,0.0,0.0,0,0,11700,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,205.0,410.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,3800.0,0,0.0,14060.0,0.0,4940,0,0,0.0,0.0,5700.0,0.0,9500.0,0.0,0,0,0.0,0,1722.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,0.0,0,3250.0,0.0,0.0,3250.0,0,0,0.0,0.0,0,0,0,0,0,0,0,7200.0,0,0,0.0,0.0,37295.0,0.0,11900.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,11250.0,0,900.0,900.0,27225.0,0,0.0,8100.0,0,600.0,1350.0,0.0,3750.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2015-04-27/2015-05-03,0.0,2300.0,14160.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,600,0,1200,0,0,0,1680.0,0.0,1120.0,0,0.0,0,0.0,0.0,0.0,0.0,38335.0,0.0,0.0,0,1200,8703.0,0,30000.0,0,0.0,0,0.0,0,11310.0,21.0,0.0,0,0.0,0.0,0,0,1200,22200.0,0,39000.0,0,0,0,0,21600,0.0,50400,800,0,0,0.0,0.0,410.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,760.0,0,5660.0,12540.0,5320.0,4940,0,0,0.0,0.0,1900.0,0.0,27360.0,0.0,0,0,0.0,0,896.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,9500.0,0,0,0.0,0.0,0,0,0,0,0,0,0,9200.0,0,0,0.0,0.0,16800.0,0.0,0.0,0,0,0,0,0,2800.0,840.0,0.0,0,0,0,0.0,0,0.0,450.0,0.0,0,0.0,225000.0,0,1200.0,1350.0,0.0,1350.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2015-05-04/2015-05-10,0.0,28848.0,203.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,2402.4,0.0,1680.0,0,0.0,0,0.0,0.0,10660.0,0.0,45920.0,0.0,0.0,0,0,6610.5,0,24000.0,0,0.0,0,0.0,0,0.0,0.0,110.0,0,0.0,0.0,0,0,0,24450.0,0,7500.0,0,0,0,0,4800,0.0,26400,0,0,0,0.0,205.0,410.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,1710.0,0,1900.0,25840.0,0.0,16340,0,0,0.0,1196.0,4560.0,0.0,24966.0,0.0,0,0,0.0,0,7476.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,8.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,50400.0,0,0,0.0,0.0,14875.0,0.0,0.0,0,0,0,0,0,0.0,2666.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,600.0,1350.0,0.0,0.0,0,0,0.0,0.0,0,0.0,640,0.0,0.0,0,0.0,0.0,0.0,0
2015-05-11/2015-05-17,0.0,14943.76,406.0,126.0,3490.0,0,0.0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,3040.0,0.0,2240.0,0,0.0,0,0.0,0.0,0.0,0.0,66060.0,0.0,0.0,0,7200,0.0,3200,16800.0,0,0.0,0,780.0,0,10790.0,0.0,0.0,0,0.0,0.0,0,0,0,750.0,0,34650.0,0,0,0,0,9200,0.0,0,0,0,0,0.0,5535.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,1715.0,14820.0,0.0,8550,0,0,0.0,0.0,760.0,0.0,6080.0,0.0,0,0,0.0,0,13664.0,240.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5600,0,0,0,0,0.0,0,0.0,0.0,0.0,250.0,0,0,0.0,0.0,0,0,0,0,0,0,0,6800.0,0,1800,0.0,0.0,16800.0,0.0,0.0,0,0,0,0,0,0.0,2840.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,154200.0,10800.0,0.0,1800.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2015-05-18/2015-05-24,0.0,4403.0,11050.0,0.0,0.0,0,0.0,0,0,0,0,16800,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1960.0,0,0.0,0,0.0,0.0,0.0,0.0,17630.0,0.0,0.0,0,0,4800.0,0,49008.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,32250.0,0,0,0,0,3800,0.0,0,0,0,0,0.0,410.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,6650.0,0.0,1900,0,0,0.0,1000.08,10830.0,0.0,17480.0,0.0,0,0,2856.0,0,8976.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,9000.0,0,0,0.0,0.0,18172.0,0.0,0.0,0,0,0,0,0,0.0,280.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,79200.0,1350.0,0.0,1800.0,0,0,5440.0,0.0,0,0.0,0,0.0,2925.0,0,0.0,0.0,0.0,0
2015-05-25/2015-05-31,0.0,8142.0,1517.0,0.0,600.0,0,0.0,0,0,0,0,71200,0,0,0,0,0,0,0,0,0,0,2280.0,0.0,1520.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,7200,3000.0,0,24000.0,0,0,0,0,16800,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,2220.0,0,0,0.0,0,0.0,0,760.0,15770.0,0.0,760,0,0,0.0,0.0,4180.0,0.0,13680.0,0.0,0,0,0.0,0,1344.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5600,0,0,0,0,0.0,0,500.0,376.0,0.0,4000.0,0,0,0.0,0.0,0,0,25840,0,0,800,0,15200.0,0,0,0.0,0.0,12250.0,0.0,0.0,0,0,0,0,0,720.0,1680.0,0.0,0,0,0,0.0,0,0.0,0.0,34200.0,0,0.0,0.0,0,0.0,3057.0,0.0,1800.0,0,0,0.0,0.0,0,0.0,0,0.0,4926.0,0,30.0,0.0,0.0,0
2015-06-01/2015-06-07,0.0,7050.0,7685.0,200.0,8000.0,0,0.0,7200,0,0,0,19200,0,0,0,0,0,0,0,0,0,0,2280.0,0.0,2090.0,0,0.0,0,0.0,0.0,0.0,22140.0,14350.0,0.0,0.0,0,800,2400.0,0,21600.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,450,0.0,0,0.0,0,0,0,0,17600,9600.0,0,0,0,0,0.0,2255.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,6660.0,0.0,0,0,0.0,0,0.0,0,0.0,12920.0,279.5,760,0,0,0.0,0.0,1520.0,0.0,7220.0,0.0,0,0,0.0,0,30352.0,0.0,3556.0,0.0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,10260,0,0,0,0,0.0,0,0,0.0,0.0,2450.0,0.0,0.0,0,0,0,0,0,0.0,0.0,3001.6,0,0,0,0.0,0,0.0,0.0,30600.0,0,0.0,0.0,0,6000.0,1800.0,0.0,1800.0,0,0,0.0,0.0,0,0.0,0,0.0,6024.0,0,46.0,0.0,0.0,0
2015-06-08/2015-06-14,0.0,2341.0,6755.0,0.0,3986.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520.0,0.0,760.0,0,0.0,0,0.0,0.0,0.0,12995.0,46945.0,0.0,0.0,0,136100,0.0,0,62520.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,300.0,0,0.0,0,0,0,0,9600,19200.0,0,0,0,0,0.0,205.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,20720.0,0.0,0,0,0.0,0,0.0,0,0.0,17670.0,0.0,190,0,0,0.0,0.0,3040.0,0.0,3040.0,0.0,0,0,840.0,0,47684.0,8784.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1000.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,600.0,0.0,0.0,0,0,0,0,0,0.0,412.0,0.0,0,0,350,0.0,0,0.0,0.0,0.0,0,0.0,9000.0,0,210600.0,2250.0,0.0,3000.0,0,0,0.0,0.0,0,0.0,0,0.0,8430.0,0,0.0,0.0,0.0,0
2015-06-15/2015-06-21,0.0,4943.0,6349.0,0.0,864.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,23370.0,0.0,0.0,0,20800,3399.0,0,0.0,0,0.0,0,0.0,0,5070.0,0.0,0.0,0,0.0,0.0,0,0,12300,25500.0,0,0.0,0,0,0,0,9600,0.0,0,0,0,0,0.0,410.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,6660.0,0.0,0,0,0.0,0,0.0,0,190.0,7220.0,0.0,950,0,0,0.0,0.0,11780.0,0.0,410.0,0.0,0,0,22792.0,0,0.0,16324.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6400,0,0,0,0,0.0,0,3875.0,500.0,0.0,4000.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,6660.0,0.0,0.0,0,0,0,0,0,280.0,280.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,4800.0,0,7200.0,11700.0,0.0,2700.0,0,0,0.0,0.0,0,0.0,0,0.0,8652.0,0,80.5,200.0,900.0,0
2015-06-22/2015-06-28,0.0,406.0,220.5,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0.0,0.0,1292.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20400,2400.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,28650,37200.0,0,0,0,0,8200,0.0,0,0,0,0,0.0,205.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,740.0,0.0,0,0,0.0,0,0.0,0,0.0,17305.0,0.0,1140,0,0,0.0,0.0,1520.0,0.0,30780.0,0.0,0,0,11158.0,0,7965.92,840.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,40.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,31850.0,0,0,0,0,0,0.0,980.0,0.0,0,0,280,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,441600.0,1800.0,0.0,3600.0,0,0,0.0,0.0,0,0.0,0,0.0,17550.0,8400,230.0,100.0,0.0,0
2015-06-29/2015-07-05,0.0,250.0,2847.0,1800.0,2100.0,0,0.0,0,0,21200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,760.0,0,0.0,0,0.0,0.0,0.0,0.0,27600.0,0.0,0.0,0,18400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,300,0.0,20400,10800.0,0,0,0,0,10400,16000.0,0,0,0,0,0.0,205.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,4070.0,0.0,0,0,0.0,0,0.0,0,0.0,6270.0,0.0,760,0,2660,0.0,900.0,7220.0,0.0,11400.0,0.0,0,0,2436.0,0,276.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2250.0,500.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,7000.0,0.0,14525.0,0,0,0,0,0,0.0,1540.0,0.0,560,0,0,0.0,0,0.0,0.0,0.0,0,0.0,4800.0,0,10500.0,1350.0,0.0,4800.0,0,0,0.0,0.0,0,0.0,0,0.0,7464.0,0,161.0,0.0,26100.0,0
2015-07-06/2015-07-12,0.0,3010.0,0.0,2250.0,400.0,0,0.0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,11685.0,16400.0,0.0,0.0,0,12000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,420.0,40800,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,9990.0,0.0,0,0,0.0,0,0.0,0,0.0,5710.0,0.0,1520,0,950,0.0,0.0,0.0,0.0,14820.0,0.0,0,0,9216.0,0,14500.0,0.0,0.0,0.0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1250.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,46375.0,0,0,0,0,0,0.0,276.0,0.0,0,0,980,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,15648.0,0,5100.0,0.0,30900.0,0
